stasjon_nv,utg_dt,tog_nr,utgstasjon_kd,endestasjon_kd,innstilt tog,delinnstilt STV,tog_ktg,togtype_nv,linjenummer,lengde,motorvogntype,virksporfelt_nr,plansporfelt_nr,planlagt_ankomst,faktisk_ankomst,planlagt_avgang,faktisk_avgang,stasjonsbruk,asstog_nr
Stavanger,01.01.2017,715,KRS,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,01.01.2017 15:05,01.01.2017 15:05,_,01.01.2017 15:04,E,_
Stavanger,01.01.2017,716,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,1,3,01.01.2017 08:49,01.01.2017 08:14,01.01.2017 08:49,01.01.2017 08:50,U,_
Stavanger,01.01.2017,719,KRS,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,01.01.2017 17:19,01.01.2017 17:06,_,01.01.2017 17:09,E,_
Stavanger,01.01.2017,720,STV,OSL,N,N,Pt,NSB Regiontog,_,149,EL18,_,4,01.01.2017 10:17,01.01.2017 10:17,01.01.2017 10:17,01.01.2017 10:17,U,_
Stavanger,01.01.2017,723,OSL,STV,N,N,Pt,NSB Regiontog,_,149,EL18,1,1,01.01.2017 19:35,01.01.2017 19:35,_,01.01.2017 20:25,E,_
Stavanger,01.01.2017,724,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,01.01.2017 12:49,01.01.2017 08:01,01.01.2017 12:49,01.01.2017 12:49,U,_
Stavanger,01.01.2017,729,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,01.01.2017 22:04,01.01.2017 22:03,_,02.01.2017 00:08,E,_
Stavanger,01.01.2017,730,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,01.01.2017 15:33,01.01.2017 15:04,01.01.2017 15:33,01.01.2017 15:33,U,_
Stavanger,01.01.2017,733,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 00:12,02.01.2017 00:12,_,02.01.2017 03:50,E,_
Stavanger,01.01.2017,734,STV,KRS,N,N,Pt,NSB Regiontog,_,105,73,3,3,01.01.2017 17:49,01.01.2017 17:08,01.01.2017 17:49,01.01.2017 17:49,U,_
Stavanger,01.01.2017,744,STV,OSL,N,N,Pt,NSB Regiontog,_,176,EL18,4,4,01.01.2017 22:37,01.01.2017 20:42,01.01.2017 22:37,01.01.2017 22:37,U,_
Stavanger,01.01.2017,745,OSL,STV,N,N,Pt,NSB Regiontog,_,149,EL18,1,1,02.01.2017 07:20,02.01.2017 07:21,_,02.01.2017 08:40,E,_
Stavanger,01.01.2017,3020,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,4,1,01.01.2017 08:54,01.01.2017 08:00,01.01.2017 08:54,01.01.2017 08:54,U,_
Stavanger,01.01.2017,3021,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 10:30,01.01.2017 10:29,_,01.01.2017 10:42,E,_
Stavanger,01.01.2017,3024,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,01.01.2017 09:54,01.01.2017 08:00,01.01.2017 09:54,01.01.2017 09:54,U,_
Stavanger,01.01.2017,3025,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 11:30,01.01.2017 11:29,_,01.01.2017 11:36,E,_
Stavanger,01.01.2017,3028,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 10:54,01.01.2017 10:42,01.01.2017 10:54,01.01.2017 10:54,U,_
Stavanger,01.01.2017,3029,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 12:30,01.01.2017 12:32,_,01.01.2017 12:32,E,_
Stavanger,01.01.2017,3032,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 11:54,01.01.2017 11:36,01.01.2017 11:54,01.01.2017 11:54,U,_
Stavanger,01.01.2017,3033,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 13:30,01.01.2017 13:29,_,01.01.2017 13:31,E,_
Stavanger,01.01.2017,3036,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 12:54,01.01.2017 12:32,01.01.2017 12:54,01.01.2017 12:55,U,_
Stavanger,01.01.2017,3037,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 14:30,01.01.2017 14:29,_,01.01.2017 14:32,E,_
Stavanger,01.01.2017,3040,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 13:54,01.01.2017 13:31,01.01.2017 13:54,01.01.2017 13:54,U,_
Stavanger,01.01.2017,3041,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 15:30,01.01.2017 15:31,_,01.01.2017 15:32,E,_
Stavanger,01.01.2017,3044,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 14:54,01.01.2017 14:32,01.01.2017 14:54,01.01.2017 14:54,U,_
Stavanger,01.01.2017,3045,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 16:30,01.01.2017 16:30,_,01.01.2017 16:30,E,_
Stavanger,01.01.2017,3048,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 15:54,01.01.2017 15:32,01.01.2017 15:54,01.01.2017 15:54,U,_
Stavanger,01.01.2017,3049,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 17:30,01.01.2017 17:29,_,01.01.2017 17:30,E,_
Stavanger,01.01.2017,3052,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 16:54,01.01.2017 16:30,01.01.2017 16:54,01.01.2017 16:54,U,_
Stavanger,01.01.2017,3053,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 18:30,01.01.2017 18:29,_,01.01.2017 18:30,E,_
Stavanger,01.01.2017,3056,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 17:54,01.01.2017 17:30,01.01.2017 17:54,01.01.2017 17:54,U,_
Stavanger,01.01.2017,3057,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,01.01.2017 19:30,01.01.2017 19:29,_,01.01.2017 19:30,E,_
Stavanger,01.01.2017,3060,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 18:54,01.01.2017 18:30,01.01.2017 18:54,01.01.2017 18:54,U,_
Stavanger,01.01.2017,3061,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 20:30,01.01.2017 20:29,_,01.01.2017 20:30,E,_
Stavanger,01.01.2017,3064,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,01.01.2017 19:54,01.01.2017 19:30,01.01.2017 19:54,01.01.2017 19:54,U,_
Stavanger,01.01.2017,3065,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 21:30,01.01.2017 21:29,_,01.01.2017 21:30,E,_
Stavanger,01.01.2017,3068,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 20:54,01.01.2017 20:30,01.01.2017 20:54,01.01.2017 20:54,U,_
Stavanger,01.01.2017,3069,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 22:30,01.01.2017 22:29,_,01.01.2017 22:30,E,_
Stavanger,01.01.2017,3072,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 21:54,01.01.2017 21:30,01.01.2017 21:54,01.01.2017 21:54,U,_
Stavanger,01.01.2017,3073,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,01.01.2017 23:30,01.01.2017 23:29,_,02.01.2017 03:55,E,_
Stavanger,01.01.2017,3076,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,01.01.2017 22:54,01.01.2017 22:30,01.01.2017 22:54,01.01.2017 22:54,U,_
Stavanger,01.01.2017,3077,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,4,1,02.01.2017 00:30,02.01.2017 00:31,_,02.01.2017 03:16,E,_
Stavanger,01.01.2017,3078,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,01.01.2017 23:24,01.01.2017 20:33,01.01.2017 23:24,01.01.2017 23:24,U,_
Stavanger,02.01.2017,701,KRS,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 08:05,02.01.2017 08:08,_,02.01.2017 08:09,E,_
Stavanger,02.01.2017,708,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 04:22,02.01.2017 03:50,02.01.2017 04:22,02.01.2017 04:26,U,_
Stavanger,02.01.2017,709,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 12:05,02.01.2017 12:19,_,02.01.2017 13:17,E,_
Stavanger,02.01.2017,712,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 06:48,02.01.2017 04:46,02.01.2017 06:48,02.01.2017 06:48,U,_
Stavanger,02.01.2017,715,OSL,STV,P,Y,Pt,NSB Regiontog,_,105,73,_,3,02.01.2017 15:05,_,_,_,E,_
Stavanger,02.01.2017,716,STV,OSL,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 08:49,02.01.2017 08:09,02.01.2017 08:49,02.01.2017 08:49,U,_
Stavanger,02.01.2017,719,OSL,STV,P,Y,Pt,NSB Regiontog,_,105,73,_,3,02.01.2017 17:19,_,_,_,E,_
Stavanger,02.01.2017,720,STV,OSL,N,N,Pt,NSB Regiontog,_,149,EL18,4,4,02.01.2017 10:17,02.01.2017 09:15,02.01.2017 10:17,02.01.2017 10:17,U,_
Stavanger,02.01.2017,723,OSL,STV,N,N,Pt,NSB Regiontog,_,149,EL18,1,1,02.01.2017 19:35,02.01.2017 19:39,_,02.01.2017 20:09,E,_
Stavanger,02.01.2017,724,STV,OSL,P,Y,Pt,NSB Regiontog,_,105,73,_,3,02.01.2017 12:49,_,02.01.2017 12:49,_,U,_
Stavanger,02.01.2017,729,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 22:04,02.01.2017 22:04,_,03.01.2017 00:05,E,_
Stavanger,02.01.2017,730,STV,OSL,P,Y,Pt,NSB Regiontog,_,105,73,_,3,02.01.2017 15:33,_,02.01.2017 15:33,_,U,_
Stavanger,02.01.2017,733,OSL,STV,N,N,Pt,NSB Regiontog,_,105,73,3,3,03.01.2017 00:12,03.01.2017 00:10,_,03.01.2017 02:56,E,_
Stavanger,02.01.2017,734,STV,KRS,N,N,Pt,NSB Regiontog,_,105,73,3,3,02.01.2017 17:49,02.01.2017 13:17,02.01.2017 17:49,02.01.2017 17:49,U,_
Stavanger,02.01.2017,744,STV,OSL,N,N,Pt,NSB Regiontog,_,149,EL18,4,4,02.01.2017 22:37,02.01.2017 20:38,02.01.2017 22:37,02.01.2017 22:37,U,_
Stavanger,02.01.2017,745,OSL,STV,N,N,Pt,NSB Regiontog,_,176,EL18,1,1,03.01.2017 07:20,03.01.2017 07:18,_,03.01.2017 07:32,E,_
Stavanger,02.01.2017,3001,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 06:00,02.01.2017 05:59,_,02.01.2017 05:59,E,_
Stavanger,02.01.2017,3003,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 06:30,02.01.2017 06:29,_,02.01.2017 06:30,E,_
Stavanger,02.01.2017,3004,STV,EGS,N,N,Pt,NSB Lokaltog,_,168,72,1,1,02.01.2017 04:47,02.01.2017 03:50,02.01.2017 04:47,02.01.2017 04:50,U,_
Stavanger,02.01.2017,3005,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 07:00,02.01.2017 06:59,_,02.01.2017 07:00,E,_
Stavanger,02.01.2017,3006,STV,EGS,N,N,Pt,NSB Lokaltog,_,168,72,4,1,02.01.2017 05:24,02.01.2017 03:50,02.01.2017 05:24,02.01.2017 05:24,U,_
Stavanger,02.01.2017,3007,EGS,STV,N,N,Pt,NSB Lokaltog,_,168,72,4,2,02.01.2017 07:30,02.01.2017 07:30,_,02.01.2017 07:41,E,_
Stavanger,02.01.2017,3008,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 05:54,02.01.2017 05:48,02.01.2017 05:54,02.01.2017 05:54,U,_
Stavanger,02.01.2017,3009,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 07:50,02.01.2017 07:52,_,02.01.2017 07:52,E,_
Stavanger,02.01.2017,3010,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 06:24,02.01.2017 06:14,02.01.2017 06:24,02.01.2017 06:24,U,_
Stavanger,02.01.2017,3011,EGS,STV,N,N,Pt,NSB Lokaltog,_,168,72,4,1,02.01.2017 08:00,02.01.2017 08:03,_,02.01.2017 08:11,E,_
Stavanger,02.01.2017,3012,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 06:54,02.01.2017 06:44,02.01.2017 06:54,02.01.2017 06:55,U,_
Stavanger,02.01.2017,3013,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 08:30,02.01.2017 08:30,_,02.01.2017 08:31,E,_
Stavanger,02.01.2017,3014,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 07:24,02.01.2017 07:16,02.01.2017 07:24,02.01.2017 07:24,U,_
Stavanger,02.01.2017,3015,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 09:00,02.01.2017 08:59,_,02.01.2017 09:00,E,_
Stavanger,02.01.2017,3016,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,3,1,02.01.2017 07:54,02.01.2017 07:46,02.01.2017 07:54,02.01.2017 07:54,U,_
Stavanger,02.01.2017,3017,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 09:30,02.01.2017 09:29,_,02.01.2017 09:29,E,_
Stavanger,02.01.2017,3018,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,2,1,02.01.2017 08:24,02.01.2017 08:15,02.01.2017 08:24,02.01.2017 08:24,U,_
Stavanger,02.01.2017,3019,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 10:00,02.01.2017 09:59,_,02.01.2017 10:00,E,_
Stavanger,02.01.2017,3020,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 08:54,02.01.2017 08:45,02.01.2017 08:54,02.01.2017 08:54,U,_
Stavanger,02.01.2017,3021,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 10:30,02.01.2017 10:29,_,02.01.2017 10:29,E,_
Stavanger,02.01.2017,3022,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 09:24,02.01.2017 09:14,02.01.2017 09:24,02.01.2017 09:24,U,_
Stavanger,02.01.2017,3023,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 11:00,02.01.2017 10:59,_,02.01.2017 11:00,E,_
Stavanger,02.01.2017,3024,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 09:54,02.01.2017 09:45,02.01.2017 09:54,02.01.2017 09:54,U,_
Stavanger,02.01.2017,3025,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 11:30,02.01.2017 11:30,_,02.01.2017 11:31,E,_
Stavanger,02.01.2017,3026,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 10:24,02.01.2017 10:15,02.01.2017 10:24,02.01.2017 10:24,U,_
Stavanger,02.01.2017,3027,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 12:00,02.01.2017 11:59,_,02.01.2017 12:00,E,_
Stavanger,02.01.2017,3028,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 10:54,02.01.2017 10:45,02.01.2017 10:54,02.01.2017 10:54,U,_
Stavanger,02.01.2017,3029,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 12:30,02.01.2017 12:29,_,02.01.2017 12:29,E,_
Stavanger,02.01.2017,3030,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 11:24,02.01.2017 11:15,02.01.2017 11:24,02.01.2017 11:24,U,_
Stavanger,02.01.2017,3031,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 13:00,02.01.2017 12:59,_,02.01.2017 13:00,E,_
Stavanger,02.01.2017,3032,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 11:54,02.01.2017 11:45,02.01.2017 11:54,02.01.2017 11:54,U,_
Stavanger,02.01.2017,3033,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 13:30,02.01.2017 13:29,_,02.01.2017 13:30,E,_
Stavanger,02.01.2017,3034,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 12:24,02.01.2017 12:14,02.01.2017 12:24,02.01.2017 12:24,U,_
Stavanger,02.01.2017,3035,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 14:00,02.01.2017 13:59,_,02.01.2017 14:00,E,_
Stavanger,02.01.2017,3036,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 12:54,02.01.2017 12:44,02.01.2017 12:54,02.01.2017 12:54,U,_
Stavanger,02.01.2017,3037,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 14:30,02.01.2017 14:29,_,02.01.2017 14:29,E,_
Stavanger,02.01.2017,3038,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 13:24,02.01.2017 13:14,02.01.2017 13:24,02.01.2017 13:24,U,_
Stavanger,02.01.2017,3039,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 15:00,02.01.2017 14:59,_,02.01.2017 15:00,E,_
Stavanger,02.01.2017,3040,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 13:54,02.01.2017 13:44,02.01.2017 13:54,02.01.2017 13:54,U,_
Stavanger,02.01.2017,3041,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 15:30,02.01.2017 15:29,_,02.01.2017 15:29,E,_
Stavanger,02.01.2017,3042,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,1,02.01.2017 14:24,02.01.2017 14:15,02.01.2017 14:24,02.01.2017 14:24,U,_
Stavanger,02.01.2017,3043,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 16:00,02.01.2017 15:59,_,02.01.2017 16:00,E,_
Stavanger,02.01.2017,3044,STV,EGS,N,N,Pt,NSB Lokaltog,_,168,72,1,1,02.01.2017 14:54,02.01.2017 14:12,02.01.2017 14:54,02.01.2017 14:54,U,_
Stavanger,02.01.2017,3045,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 16:30,02.01.2017 16:29,_,02.01.2017 16:29,E,_
Stavanger,02.01.2017,3046,STV,EGS,N,N,Pt,NSB Lokaltog,_,168,72,4,1,02.01.2017 15:24,02.01.2017 14:47,02.01.2017 15:24,02.01.2017 15:24,U,_
Stavanger,02.01.2017,3047,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 17:00,02.01.2017 16:59,_,02.01.2017 17:00,E,_
Stavanger,02.01.2017,3048,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 15:54,02.01.2017 15:44,02.01.2017 15:54,02.01.2017 15:54,U,_
Stavanger,02.01.2017,3049,EGS,STV,N,N,Pt,NSB Lokaltog,_,168,72,1,2,02.01.2017 17:30,02.01.2017 17:31,_,02.01.2017 17:32,E,_
Stavanger,02.01.2017,3050,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 16:24,02.01.2017 16:14,02.01.2017 16:24,02.01.2017 16:24,U,_
Stavanger,02.01.2017,3051,EGS,STV,N,N,Pt,NSB Lokaltog,_,168,72,1,2,02.01.2017 18:00,02.01.2017 17:59,_,02.01.2017 18:03,E,_
Stavanger,02.01.2017,3052,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 16:54,02.01.2017 16:44,02.01.2017 16:54,02.01.2017 16:54,U,_
Stavanger,02.01.2017,3053,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 18:30,02.01.2017 18:29,_,02.01.2017 18:29,E,_
Stavanger,02.01.2017,3054,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 17:24,02.01.2017 17:15,02.01.2017 17:24,02.01.2017 17:24,U,_
Stavanger,02.01.2017,3055,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 19:00,02.01.2017 18:59,_,02.01.2017 19:00,E,_
Stavanger,02.01.2017,3056,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 17:54,02.01.2017 17:44,02.01.2017 17:54,02.01.2017 17:54,U,_
Stavanger,02.01.2017,3057,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 19:30,02.01.2017 19:30,_,02.01.2017 19:31,E,_
Stavanger,02.01.2017,3058,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,2,1,02.01.2017 18:24,02.01.2017 18:15,02.01.2017 18:24,02.01.2017 18:24,U,_
Stavanger,02.01.2017,3059,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,4,2,02.01.2017 20:00,02.01.2017 19:59,_,02.01.2017 20:36,E,_
Stavanger,02.01.2017,3060,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 18:54,02.01.2017 18:44,02.01.2017 18:54,02.01.2017 18:54,U,_
Stavanger,02.01.2017,3061,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,02.01.2017 20:30,02.01.2017 20:29,_,02.01.2017 20:30,E,_
Stavanger,02.01.2017,3062,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 19:24,02.01.2017 19:15,02.01.2017 19:24,02.01.2017 19:24,U,_
Stavanger,02.01.2017,3063,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 21:00,02.01.2017 20:59,_,02.01.2017 21:00,E,_
Stavanger,02.01.2017,3064,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 19:54,02.01.2017 19:46,02.01.2017 19:54,02.01.2017 19:54,U,_
Stavanger,02.01.2017,3065,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 21:30,02.01.2017 21:29,_,02.01.2017 21:29,E,_
Stavanger,02.01.2017,3066,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 20:24,02.01.2017 20:15,02.01.2017 20:24,02.01.2017 20:32,U,_
Stavanger,02.01.2017,3067,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 22:00,02.01.2017 22:00,_,02.01.2017 22:00,E,_
Stavanger,02.01.2017,3068,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 20:54,02.01.2017 20:30,02.01.2017 20:54,02.01.2017 20:54,U,_
Stavanger,02.01.2017,3069,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 22:30,02.01.2017 22:30,_,02.01.2017 22:30,E,_
Stavanger,02.01.2017,3070,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 21:24,02.01.2017 20:59,02.01.2017 21:24,02.01.2017 21:24,U,_
Stavanger,02.01.2017,3071,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 23:00,02.01.2017 22:59,_,02.01.2017 23:00,E,_
Stavanger,02.01.2017,3072,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 21:54,02.01.2017 21:29,02.01.2017 21:54,02.01.2017 21:54,U,_
Stavanger,02.01.2017,3073,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,02.01.2017 23:30,02.01.2017 23:29,_,03.01.2017 02:57,E,_
Stavanger,02.01.2017,3074,STV,NB?,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 22:24,02.01.2017 22:00,02.01.2017 22:24,02.01.2017 22:24,U,_
Stavanger,02.01.2017,3075,NB?,STV,N,N,Pt,NSB Lokaltog,_,84,72,4,2,03.01.2017 00:00,02.01.2017 23:59,_,03.01.2017 00:04,E,_
Stavanger,02.01.2017,3076,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 22:54,02.01.2017 22:30,02.01.2017 22:54,02.01.2017 22:54,U,_
Stavanger,02.01.2017,3077,EGS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,03.01.2017 00:30,03.01.2017 00:29,_,03.01.2017 00:45,E,_
Stavanger,02.01.2017,3078,STV,EGS,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 23:24,02.01.2017 23:00,02.01.2017 23:24,02.01.2017 23:24,U,_
Stavanger,02.01.2017,3102,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 05:09,02.01.2017 03:56,02.01.2017 05:09,02.01.2017 05:09,U,_
Stavanger,02.01.2017,3104,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 05:39,02.01.2017 05:18,02.01.2017 05:39,02.01.2017 05:39,U,_
Stavanger,02.01.2017,3105,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 06:15,02.01.2017 06:14,_,02.01.2017 06:14,E,_
Stavanger,02.01.2017,3106,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 06:09,02.01.2017 05:59,02.01.2017 06:09,02.01.2017 06:09,U,_
Stavanger,02.01.2017,3107,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,1,1,02.01.2017 06:45,02.01.2017 06:44,_,02.01.2017 06:44,E,_
Stavanger,02.01.2017,3108,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 06:39,02.01.2017 06:30,02.01.2017 06:39,02.01.2017 06:39,U,_
Stavanger,02.01.2017,3109,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 07:15,02.01.2017 07:16,_,02.01.2017 07:16,E,_
Stavanger,02.01.2017,3110,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,2,2,02.01.2017 07:09,02.01.2017 07:00,02.01.2017 07:09,02.01.2017 07:09,U,_
Stavanger,02.01.2017,3111,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,3,1,02.01.2017 07:45,02.01.2017 07:45,_,02.01.2017 07:46,E,_
Stavanger,02.01.2017,3112,STV,SAS,N,N,Pt,NSB Lokaltog,_,84,72,3,2,02.01.2017 07:39,02.01.2017 06:54,02.01.2017 07:39,02.01.2017 07:39,U,_
Stavanger,02.01.2017,3113,SAS,STV,N,N,Pt,NSB Lokaltog,_,84,72,2,1,02.01.2017 08:15,02.01.2017 08:15,_,02.01.2017 08:15,E,_
