stasjon_nv;utg_dt;tog_nr;utgstasjon_kd;endestasjon_kd;innstilt tog;delinnstilt STV;tog_ktg;togtype_nv;linjenummer;lengde;motorvogntype;virksporfelt_nr;plansporfelt_nr;planlagt_ankomst;faktisk_ankomst;planlagt_avgang;faktisk_avgang;stasjonsbruk;asstog_nr
Stavanger;01.10.2017;709;KRS;STV;Y;Y;Pt;NSB Regiontog;_;_;_;_;3;01.10.2017 12:05;_;_;_;E;_
Stavanger;01.10.2017;712;STV;OSL;P;Y;Pt;NSB Regiontog;_;105;73;_;3;_;_;01.10.2017 06:48;_;U;_
Stavanger;01.10.2017;715;OSL;STV;P;Y;Pt;NSB Regiontog;_;210;73;_;3;01.10.2017 15:05;_;_;_;E;_
Stavanger;01.10.2017;716;STV;OSL;P;Y;Pt;NSB Regiontog;_;210;73;_;3;_;_;01.10.2017 08:49;_;U;_
Stavanger;01.10.2017;719;KRS;STV;N;N;Pt;NSB Regiontog;_;105;73;1;3;01.10.2017 17:19;01.10.2017 17:09;_;01.10.2017 17:26;E;_
Stavanger;01.10.2017;720;STV;OSL;P;Y;Pt;NSB Regiontog;_;317;EL18;_;4;_;_;01.10.2017 10:17;_;U;_
Stavanger;01.10.2017;723;OSL;STV;P;N;Pt;NSB Regiontog;_;281;EL18;3;1;01.10.2017 19:35;01.10.2017 20:33;_;01.10.2017 20:35;E;_
Stavanger;01.10.2017;724;STV;OSL;P;Y;Pt;NSB Regiontog;_;281;EL18;_;3;_;_;01.10.2017 12:49;_;U;_
Stavanger;01.10.2017;729;OSL;STV;P;N;Pt;NSB Regiontog;_;210;73;3;3;01.10.2017 22:04;01.10.2017 23:13;_;02.10.2017 00:34;E;_
Stavanger;01.10.2017;730;STV;OSL;P;N;Pt;NSB Regiontog;_;210;73;4;3;_;01.10.2017 07:36;01.10.2017 15:33;01.10.2017 15:33;U;_
Stavanger;01.10.2017;733;OSL;STV;P;N;Pt;NSB Regiontog;_;254;EL18;3;3;02.10.2017 00:12;02.10.2017 00:38;_;02.10.2017 00:57;E;_
Stavanger;01.10.2017;734;STV;KRS;N;N;Pt;NSB Regiontog;_;149;EL18;1;3;_;01.10.2017 17:27;01.10.2017 17:49;01.10.2017 17:50;U;_
Stavanger;01.10.2017;744;STV;OSL;P;N;Pt;NSB Regiontog;_;210;73;3;4;_;01.10.2017 20:35;01.10.2017 22:37;01.10.2017 22:39;U;_
Stavanger;01.10.2017;745;OSL;STV;P;N;Pt;NSB Regiontog;_;210;73;1;1;02.10.2017 07:20;02.10.2017 07:17;_;02.10.2017 09:40;E;_
Stavanger;01.10.2017;3020;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;3;1;_;01.10.2017 07:36;01.10.2017 08:54;01.10.2017 08:54;U;_
Stavanger;01.10.2017;3021;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;01.10.2017 10:30;01.10.2017 10:31;_;_;E;_
Stavanger;01.10.2017;3024;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;01.10.2017 07:36;01.10.2017 09:54;01.10.2017 09:54;U;_
Stavanger;01.10.2017;3025;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;01.10.2017 11:30;01.10.2017 11:29;_;01.10.2017 11:34;E;_
Stavanger;01.10.2017;3028;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 10:30;01.10.2017 10:54;01.10.2017 10:55;U;_
Stavanger;01.10.2017;3029;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;01.10.2017 12:30;01.10.2017 12:29;_;01.10.2017 12:42;E;_
Stavanger;01.10.2017;3032;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;01.10.2017 11:34;01.10.2017 11:54;01.10.2017 11:54;U;_
Stavanger;01.10.2017;3033;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;01.10.2017 13:30;01.10.2017 13:30;_;01.10.2017 13:30;E;_
Stavanger;01.10.2017;3036;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;01.10.2017 12:42;01.10.2017 12:54;01.10.2017 12:54;U;_
Stavanger;01.10.2017;3037;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;_;2;01.10.2017 14:30;01.10.2017 14:30;_;_;E;_
Stavanger;01.10.2017;3040;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;_;1;_;_;01.10.2017 13:54;_;U;_
Stavanger;01.10.2017;3041;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;01.10.2017 15:30;01.10.2017 15:29;_;01.10.2017 15:33;E;_
Stavanger;01.10.2017;3044;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;01.10.2017 13:30;01.10.2017 14:54;01.10.2017 14:55;U;_
Stavanger;01.10.2017;3045;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;01.10.2017 16:30;01.10.2017 16:29;_;01.10.2017 16:39;E;_
Stavanger;01.10.2017;3048;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 15:33;01.10.2017 15:54;01.10.2017 15:56;U;_
Stavanger;01.10.2017;3049;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;1;01.10.2017 17:30;01.10.2017 17:29;_;01.10.2017 17:30;E;_
Stavanger;01.10.2017;3052;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 16:39;01.10.2017 16:54;01.10.2017 16:55;U;_
Stavanger;01.10.2017;3053;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;01.10.2017 18:30;01.10.2017 18:29;_;01.10.2017 18:31;E;_
Stavanger;01.10.2017;3056;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;01.10.2017 17:30;01.10.2017 17:54;01.10.2017 17:55;U;_
Stavanger;01.10.2017;3057;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;01.10.2017 19:30;01.10.2017 19:29;_;01.10.2017 19:30;E;_
Stavanger;01.10.2017;3060;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 18:31;01.10.2017 18:54;01.10.2017 18:54;U;_
Stavanger;01.10.2017;3061;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;01.10.2017 20:30;01.10.2017 20:35;_;01.10.2017 20:36;E;_
Stavanger;01.10.2017;3064;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 19:30;01.10.2017 19:54;01.10.2017 19:54;U;_
Stavanger;01.10.2017;3065;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;01.10.2017 21:30;01.10.2017 21:34;_;01.10.2017 21:34;E;_
Stavanger;01.10.2017;3068;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 20:36;01.10.2017 20:54;01.10.2017 20:54;U;_
Stavanger;01.10.2017;3069;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;01.10.2017 22:30;01.10.2017 22:31;_;01.10.2017 22:31;E;_
Stavanger;01.10.2017;3072;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 21:34;01.10.2017 21:54;01.10.2017 21:54;U;_
Stavanger;01.10.2017;3073;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;4;2;01.10.2017 23:30;01.10.2017 23:32;_;02.10.2017 00:31;E;_
Stavanger;01.10.2017;3076;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 22:31;01.10.2017 22:54;01.10.2017 22:54;U;_
Stavanger;01.10.2017;3077;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;4;2;02.10.2017 00:30;02.10.2017 00:32;_;02.10.2017 03:40;E;_
Stavanger;01.10.2017;3078;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 23:24;01.10.2017 23:24;01.10.2017 23:24;U;_
Stavanger;01.10.2017;3090;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 00:30;01.10.2017 01:13;01.10.2017 01:13;U;_
Stavanger;01.10.2017;3091;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;01.10.2017 01:53;01.10.2017 01:54;_;01.10.2017 02:05;E;_
Stavanger;01.10.2017;3092;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;01.10.2017 02:05;01.10.2017 02:17;01.10.2017 02:24;U;_
Stavanger;02.10.2017;701;KRS;STV;N;N;Pt;NSB Regiontog;_;105;73;3;3;02.10.2017 08:05;02.10.2017 08:45;_;02.10.2017 08:46;E;_
Stavanger;02.10.2017;708;STV;OSL;P;N;Pt;NSB Regiontog;_;254;EL18;3;3;_;02.10.2017 02:31;02.10.2017 04:22;02.10.2017 04:23;U;_
Stavanger;02.10.2017;709;OSL;STV;P;N;Pt;NSB Regiontog;_;210;73;3;3;02.10.2017 12:05;02.10.2017 13:04;_;02.10.2017 16:02;E;_
Stavanger;02.10.2017;712;STV;OSL;P;N;Pt;NSB Regiontog;_;210;73;3;3;_;02.10.2017 04:44;02.10.2017 06:48;02.10.2017 06:48;U;_
Stavanger;02.10.2017;715;OSL;STV;P;A;Pt;NSB Regiontog;_;210;73;_;3;02.10.2017 15:05;_;_;_;E;_
Stavanger;02.10.2017;716;STV;OSL;P;N;Pt;NSB Regiontog;_;210;73;3;3;_;02.10.2017 08:46;02.10.2017 08:49;02.10.2017 08:54;U;_
Stavanger;02.10.2017;719;OSL;STV;P;A;Pt;NSB Regiontog;_;210;73;_;3;02.10.2017 17:19;_;_;_;E;_
Stavanger;02.10.2017;720;STV;OSL;P;N;Pt;NSB Regiontog;_;210;73;1;4;_;02.10.2017 09:40;02.10.2017 10:17;02.10.2017 10:18;U;_
Stavanger;02.10.2017;723;OSL;STV;P;N;Pt;NSB Regiontog;_;281;EL18;4;1;02.10.2017 19:35;02.10.2017 20:12;_;02.10.2017 21:01;E;_
Stavanger;02.10.2017;724;STV;OSL;P;Y;Pt;NSB Regiontog;_;281;EL18;_;3;_;_;02.10.2017 12:49;_;U;_
Stavanger;02.10.2017;729;OSL;STV;P;N;Pt;NSB Regiontog;_;254;EL18;3;3;02.10.2017 22:04;02.10.2017 22:45;_;02.10.2017 23:02;E;_
Stavanger;02.10.2017;730;STV;OSL;P;Y;Pt;NSB Regiontog;_;210;73;_;3;_;_;02.10.2017 15:33;_;U;_
Stavanger;02.10.2017;733;OSL;STV;P;N;Pt;NSB Regiontog;_;210;73;4;3;03.10.2017 00:12;03.10.2017 00:35;_;03.10.2017 01:01;E;_
Stavanger;02.10.2017;734;STV;KRS;N;N;Pt;NSB Regiontog;_;105;73;3;3;_;02.10.2017 16:02;02.10.2017 17:49;02.10.2017 17:49;U;_
Stavanger;02.10.2017;744;STV;OSL;P;N;Pt;NSB Regiontog;_;210;73;4;4;_;02.10.2017 21:01;02.10.2017 22:37;02.10.2017 22:47;U;_
Stavanger;02.10.2017;745;OSL;STV;P;N;Pt;NSB Regiontog;_;210;73;4;1;03.10.2017 07:20;03.10.2017 07:17;_;03.10.2017 07:59;E;_
Stavanger;02.10.2017;3001;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 06:00;02.10.2017 06:19;_;02.10.2017 06:19;E;_
Stavanger;02.10.2017;3003;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 06:30;02.10.2017 06:30;_;02.10.2017 06:31;E;_
Stavanger;02.10.2017;3004;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;4;1;_;02.10.2017 03:40;02.10.2017 04:47;02.10.2017 04:48;U;_
Stavanger;02.10.2017;3005;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 07:00;02.10.2017 07:02;_;02.10.2017 07:03;E;_
Stavanger;02.10.2017;3006;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;4;4;_;02.10.2017 04:48;02.10.2017 05:24;02.10.2017 05:24;U;_
Stavanger;02.10.2017;3007;EGS;STV;N;N;Pt;NSB Lokaltog;_;168;72;4;4;02.10.2017 07:30;02.10.2017 07:40;_;02.10.2017 07:41;E;_
Stavanger;02.10.2017;3008;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 05:50;02.10.2017 05:54;02.10.2017 05:54;U;_
Stavanger;02.10.2017;3009;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;3;2;02.10.2017 07:50;02.10.2017 07:58;_;02.10.2017 08:02;E;_
Stavanger;02.10.2017;3010;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 06:15;02.10.2017 06:24;02.10.2017 06:24;U;_
Stavanger;02.10.2017;3011;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;4;4;02.10.2017 08:00;02.10.2017 08:10;_;_;E;_
Stavanger;02.10.2017;3012;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 06:45;02.10.2017 06:54;02.10.2017 06:54;U;_
Stavanger;02.10.2017;3013;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 08:30;02.10.2017 08:37;_;02.10.2017 08:37;E;_
Stavanger;02.10.2017;3014;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;2;2;_;02.10.2017 07:15;02.10.2017 07:24;02.10.2017 07:24;U;_
Stavanger;02.10.2017;3015;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 09:00;02.10.2017 08:59;_;02.10.2017 09:00;E;_
Stavanger;02.10.2017;3016;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;3;_;02.10.2017 07:46;02.10.2017 07:54;02.10.2017 07:59;U;_
Stavanger;02.10.2017;3017;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 09:30;02.10.2017 09:29;_;02.10.2017 09:30;E;_
Stavanger;02.10.2017;3018;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 08:16;02.10.2017 08:24;02.10.2017 08:24;U;_
Stavanger;02.10.2017;3019;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;3;2;02.10.2017 10:00;02.10.2017 09:59;_;02.10.2017 10:00;E;_
Stavanger;02.10.2017;3020;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 08:50;02.10.2017 08:54;02.10.2017 08:56;U;_
Stavanger;02.10.2017;3021;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;3;2;02.10.2017 10:30;02.10.2017 10:29;_;02.10.2017 10:30;E;_
Stavanger;02.10.2017;3022;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 09:15;02.10.2017 09:24;02.10.2017 09:24;U;_
Stavanger;02.10.2017;3023;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 11:00;02.10.2017 10:59;_;02.10.2017 11:00;E;_
Stavanger;02.10.2017;3024;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;3;1;_;02.10.2017 09:45;02.10.2017 09:54;02.10.2017 09:54;U;_
Stavanger;02.10.2017;3025;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;02.10.2017 11:30;02.10.2017 11:31;_;02.10.2017 11:31;E;_
Stavanger;02.10.2017;3026;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;3;1;_;02.10.2017 10:14;02.10.2017 10:24;02.10.2017 10:24;U;_
Stavanger;02.10.2017;3027;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;02.10.2017 12:00;02.10.2017 12:01;_;02.10.2017 12:02;E;_
Stavanger;02.10.2017;3028;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 09:36;02.10.2017 10:54;02.10.2017 10:54;U;_
Stavanger;02.10.2017;3029;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 12:30;02.10.2017 12:34;_;02.10.2017 12:35;E;_
Stavanger;02.10.2017;3030;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 11:15;02.10.2017 11:24;02.10.2017 11:24;U;_
Stavanger;02.10.2017;3031;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 13:00;02.10.2017 12:59;_;02.10.2017 13:00;E;_
Stavanger;02.10.2017;3032;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 11:45;02.10.2017 11:54;02.10.2017 11:54;U;_
Stavanger;02.10.2017;3033;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 13:30;02.10.2017 13:30;_;02.10.2017 13:31;E;_
Stavanger;02.10.2017;3034;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 11:02;02.10.2017 12:24;02.10.2017 12:24;U;_
Stavanger;02.10.2017;3035;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 14:00;02.10.2017 13:59;_;02.10.2017 14:00;E;_
Stavanger;02.10.2017;3036;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 12:46;02.10.2017 12:54;02.10.2017 12:54;U;_
Stavanger;02.10.2017;3037;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 14:30;02.10.2017 14:30;_;02.10.2017 14:30;E;_
Stavanger;02.10.2017;3038;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 13:15;02.10.2017 13:24;02.10.2017 13:24;U;_
Stavanger;02.10.2017;3039;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 15:00;02.10.2017 14:59;_;02.10.2017 15:00;E;_
Stavanger;02.10.2017;3040;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 13:45;02.10.2017 13:54;02.10.2017 13:54;U;_
Stavanger;02.10.2017;3041;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 15:30;02.10.2017 15:29;_;02.10.2017 15:30;E;_
Stavanger;02.10.2017;3042;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 14:15;02.10.2017 14:24;02.10.2017 14:24;U;_
Stavanger;02.10.2017;3043;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 16:00;02.10.2017 15:59;_;02.10.2017 16:00;E;_
Stavanger;02.10.2017;3044;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 14:34;02.10.2017 14:54;02.10.2017 14:54;U;_
Stavanger;02.10.2017;3045;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 16:30;02.10.2017 16:29;_;02.10.2017 16:30;E;_
Stavanger;02.10.2017;3046;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;4;4;_;02.10.2017 14:53;02.10.2017 15:24;02.10.2017 15:26;U;_
Stavanger;02.10.2017;3047;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 17:00;02.10.2017 17:00;_;02.10.2017 17:01;E;_
Stavanger;02.10.2017;3048;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 15:45;02.10.2017 15:54;02.10.2017 15:54;U;_
Stavanger;02.10.2017;3049;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 17:30;02.10.2017 17:29;_;02.10.2017 17:29;E;_
Stavanger;02.10.2017;3050;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 16:15;02.10.2017 16:24;02.10.2017 16:24;U;_
Stavanger;02.10.2017;3051;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 18:00;02.10.2017 17:59;_;02.10.2017 18:00;E;_
Stavanger;02.10.2017;3052;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 16:45;02.10.2017 16:54;02.10.2017 16:54;U;_
Stavanger;02.10.2017;3053;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 18:30;02.10.2017 18:29;_;02.10.2017 18:30;E;_
Stavanger;02.10.2017;3054;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 17:14;02.10.2017 17:24;02.10.2017 17:24;U;_
Stavanger;02.10.2017;3055;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 19:00;02.10.2017 18:59;_;02.10.2017 19:00;E;_
Stavanger;02.10.2017;3056;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 17:45;02.10.2017 17:54;02.10.2017 17:54;U;_
Stavanger;02.10.2017;3057;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 19:30;02.10.2017 19:29;_;02.10.2017 19:30;E;_
Stavanger;02.10.2017;3058;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 18:15;02.10.2017 18:24;02.10.2017 18:24;U;_
Stavanger;02.10.2017;3059;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;02.10.2017 20:00;02.10.2017 20:00;_;02.10.2017 20:18;E;_
Stavanger;02.10.2017;3060;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 18:44;02.10.2017 18:54;02.10.2017 18:54;U;_
Stavanger;02.10.2017;3061;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 20:30;02.10.2017 20:31;_;02.10.2017 20:32;E;_
Stavanger;02.10.2017;3062;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 19:14;02.10.2017 19:24;02.10.2017 19:24;U;_
Stavanger;02.10.2017;3063;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 21:00;02.10.2017 20:59;_;02.10.2017 21:00;E;_
Stavanger;02.10.2017;3064;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 19:45;02.10.2017 19:54;02.10.2017 19:58;U;_
Stavanger;02.10.2017;3065;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 21:30;02.10.2017 21:29;_;02.10.2017 21:30;E;_
Stavanger;02.10.2017;3066;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;2;1;_;02.10.2017 20:17;02.10.2017 20:24;02.10.2017 20:24;U;_
Stavanger;02.10.2017;3067;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 22:00;02.10.2017 21:59;_;02.10.2017 22:00;E;_
Stavanger;02.10.2017;3068;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 20:32;02.10.2017 20:54;02.10.2017 20:54;U;_
Stavanger;02.10.2017;3069;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 22:30;02.10.2017 22:33;_;02.10.2017 22:33;E;_
Stavanger;02.10.2017;3070;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 21:00;02.10.2017 21:24;02.10.2017 21:24;U;_
Stavanger;02.10.2017;3071;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 23:00;02.10.2017 23:00;_;02.10.2017 23:00;E;_
Stavanger;02.10.2017;3072;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 21:30;02.10.2017 21:54;02.10.2017 21:54;U;_
Stavanger;02.10.2017;3073;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;02.10.2017 23:30;02.10.2017 23:30;_;02.10.2017 23:38;E;_
Stavanger;02.10.2017;3074;STV;NB?;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 22:00;02.10.2017 22:24;02.10.2017 22:24;U;_
Stavanger;02.10.2017;3075;NB?;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;03.10.2017 00:00;02.10.2017 23:59;_;03.10.2017 00:07;E;_
Stavanger;02.10.2017;3076;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 22:33;02.10.2017 22:54;02.10.2017 22:54;U;_
Stavanger;02.10.2017;3077;EGS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;2;03.10.2017 00:30;03.10.2017 00:33;_;03.10.2017 00:43;E;_
Stavanger;02.10.2017;3078;STV;EGS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 23:00;02.10.2017 23:24;02.10.2017 23:24;U;_
Stavanger;02.10.2017;3102;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;2;2;_;02.10.2017 03:40;02.10.2017 05:09;02.10.2017 05:09;U;_
Stavanger;02.10.2017;3104;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;1;1;_;02.10.2017 03:40;02.10.2017 05:39;02.10.2017 05:39;U;_
Stavanger;02.10.2017;3105;SAS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 06:15;02.10.2017 06:14;_;02.10.2017 06:15;E;_
Stavanger;02.10.2017;3106;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;2;2;_;02.10.2017 06:19;02.10.2017 06:09;02.10.2017 06:27;U;_
Stavanger;02.10.2017;3107;SAS;STV;N;N;Pt;NSB Lokaltog;_;84;72;1;1;02.10.2017 06:45;02.10.2017 06:44;_;02.10.2017 06:45;E;_
Stavanger;02.10.2017;3108;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;2;2;_;02.10.2017 06:31;02.10.2017 06:39;02.10.2017 06:40;U;_
Stavanger;02.10.2017;3109;SAS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;2;02.10.2017 07:15;02.10.2017 07:14;_;02.10.2017 07:15;E;_
Stavanger;02.10.2017;3110;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;2;2;_;02.10.2017 07:03;02.10.2017 07:09;02.10.2017 07:10;U;_
Stavanger;02.10.2017;3111;SAS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;3;02.10.2017 07:45;02.10.2017 07:45;_;02.10.2017 07:46;E;_
Stavanger;02.10.2017;3112;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;4;3;_;02.10.2017 07:41;02.10.2017 07:39;02.10.2017 07:48;U;_
Stavanger;02.10.2017;3113;SAS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;1;02.10.2017 08:15;02.10.2017 08:16;_;02.10.2017 08:16;E;_
Stavanger;02.10.2017;3114;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;3;2;_;02.10.2017 08:02;02.10.2017 08:09;02.10.2017 08:13;U;_
Stavanger;02.10.2017;3115;SAS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;1;02.10.2017 08:45;02.10.2017 08:49;_;02.10.2017 08:50;E;_
Stavanger;02.10.2017;3116;STV;SAS;N;N;Pt;NSB Lokaltog;_;84;72;2;2;_;02.10.2017 08:37;02.10.2017 08:39;02.10.2017 08:43;U;_
Stavanger;02.10.2017;3117;SAS;STV;N;N;Pt;NSB Lokaltog;_;84;72;2;1;02.10.2017 09:15;02.10.2017 09:14;_;02.10.2017 09:15;E;_
